sample_id,latitude,longitude,ndvi,priority,assigned,assigned_drone,assigned_base
1921,18.042279999889228,121.70239164896984,0.3591160220994475,2,True,CAT-001,Cattanamman
1922,18.042098006521268,121.70220405409556,0.3962558502340094,2,True,CAT-002,Cattanamman
1923,18.04295364942547,121.7085269549292,0.3671399594320487,2,True,CAT-003,Cattanamman
1924,18.025807334236,121.69854523709364,0.3895833333333333,2,True,CAT-004,Cattanamman
1925,18.018843354409167,121.684334142128,0.3594869860430026,2,True,CUL-001,Cullit
1927,18.04627559251626,121.70529082135948,0.3564668769716088,2,True,CAT-005,Cattanamman
1928,18.033363411991218,121.69338886383326,0.3701506161570059,2,True,CAT-006,Cattanamman
1929,18.037191757561548,121.69827262625722,0.3582089552238806,2,True,CAT-007,Cattanamman
1931,18.028822294970695,121.6900219104264,0.3854077253218884,2,True,CUL-002,Cullit
1932,18.040701513389124,121.70958249936656,0.3473360655737705,2,True,CAT-008,Cattanamman
1933,17.997489449008036,121.6936533302277,0.3870722433460076,2,True,CAT-009,Cattanamman
1934,18.05209777749832,121.75238918765363,0.3474676089517079,2,True,CAT-010,Cattanamman
1935,18.054538220894496,121.76654293716466,0.354041651959054,2,True,SID-001,Sidem
1936,18.02758653732334,121.7351816589041,0.3479125248508946,2,True,SID-002,Sidem
1937,18.017949584026248,121.69916967388056,0.3286418015482055,2,True,CUL-003,Cullit
1938,18.010953150843992,121.70696577572622,0.378839590443686,2,True,CUL-004,Cullit
1939,18.050358260828567,121.74890604610488,0.381625441696113,2,True,SID-003,Sidem
1940,18.037504500060667,121.74559624529122,0.3107535986452159,2,True,SID-004,Sidem
1941,18.03686888627494,121.74512843372251,0.3797606093579978,2,True,SID-005,Sidem
1942,18.030221013176213,121.76529553764384,0.3801742919389978,2,True,SID-006,Sidem
1943,17.98172144336463,121.74164693208012,0.3898128898128898,2,True,LAO-001,Laoageña
1944,17.992995364734234,121.7663103251105,0.3990505445406311,2,True,LAO-002,Laoageña
1945,18.03371287453965,121.74618988450536,0.3887113951011715,2,True,SID-007,Sidem
1946,18.62404611585113,121.1148209371959,0.328713728886964,2,True,SAN-001,Santa Filomena
1947,18.62404611585113,121.1148209371959,0.328713728886964,2,True,SAN-002,Santa Filomena
1948,18.62361535008559,121.10790823639198,0.3322189720016715,2,True,QUI-001,Quirino
1949,18.62361535008559,121.10790823639198,0.3322189720016715,2,True,QUI-002,Quirino
1950,18.623441357790316,121.10857347726372,0.3383902233459755,2,True,QUI-003,Quirino
1951,18.623441357790316,121.10857347726372,0.3383902233459755,2,True,QUI-004,Quirino
1952,18.028994931253067,121.74329506368464,0.3857337573830077,2,True,SID-008,Sidem
1953,18.03923637161413,121.76192637702091,0.388235294117647,2,True,SID-009,Sidem
1954,18.060826297367225,121.77481302128662,0.3955307262569832,2,True,SID-010,Sidem
1956,17.99038233237019,121.73941345995976,0.3681333697731621,2,True,LAO-003,Laoageña
1957,17.979219978464975,121.74610298385396,0.3729677262800291,2,True,LAO-004,Laoageña
1958,17.991541904109372,121.75102123223856,0.388041237113402,2,True,LAO-005,Laoageña
1959,17.991079638502647,121.76349045968938,0.3917287438993064,2,True,LAO-006,Laoageña
1960,17.984849847757236,121.76438377891893,0.3786915887850467,2,True,LAO-007,Laoageña
1961,18.008103807177697,121.72700933817636,0.369244135534318,2,True,CUL-005,Cullit
1962,18.04307838500082,121.7550978735493,0.3648393194706994,2,True,CUL-006,Cullit
1963,18.036405411980713,121.74333692282278,0.3959955506117908,2,True,CUL-007,Cullit
1964,18.62361439708244,121.1078134874996,0.3132832080200501,2,True,QUI-005,Quirino
1965,18.62361439708244,121.1078134874996,0.3132832080200501,2,True,QUI-006,Quirino
1968,17.993857686581734,121.99372554759616,0.3302769117916743,2,True,DAL-001,Dalin
1969,17.973224090169687,121.8735329700227,0.3905297702766057,2,True,DAL-002,Dalin
1970,17.971313717289018,121.8713731479701,0.3615870153291253,2,True,DAL-003,Dalin
1971,17.96915638414939,121.87336989483047,0.38598792967725,2,True,DAL-004,Dalin
1972,17.96077612035431,121.87757776693658,0.3645466847090663,2,True,DAL-005,Dalin
