sample_id,latitude,longitude,ndvi,priority,assigned,assigned_drone,assigned_base
1699,17.17745021267455,121.90383406151804,0.3884426017102876,2,True,MOR-001,Morado
1700,17.17808744839649,121.9046765112324,0.380242311276794,2,True,MOR-002,Morado
1701,17.18164880112257,121.91142529145353,0.3852758102597123,2,True,MOR-003,Morado
1703,17.17632818164046,121.91361883995351,0.3836098541980895,2,True,VIN-001,Vintar
1704,17.1714975508414,121.90612549057076,0.3976555455365194,2,True,VIN-002,Vintar
1705,17.166264767561067,121.9246773397762,0.3824362606232294,2,True,VIN-003,Vintar
1706,17.16394491838527,121.94753646084682,0.3849607182940516,2,True,MAL-001,Malalam
1707,17.160539332888742,121.9187874858833,0.3477357706688824,2,True,MAL-002,Malalam
1708,17.152323487706376,121.92043321716622,0.3727753727753727,2,True,MAL-003,Malalam
1709,17.143680731981046,121.92678149203284,0.3706153537783123,2,True,CAB-001,Cabeseria Tres
1710,17.115450336491502,121.8874675519707,0.3047466177482228,2,True,PIS-001,Pisang
1711,17.17834069127442,121.90138425867958,0.3223259152907394,2,True,PAO-001,Paoay
1712,17.157689603881973,121.87687494859256,0.3968331303288672,2,True,PAO-002,Paoay
1713,17.176288570842072,121.90628543273483,0.3991912189485846,2,True,PAO-003,Paoay
1714,17.181251947471548,121.9216761893336,0.3972602739726027,2,True,MIN-001,Minanga
1715,17.166810644637767,121.90850337460743,0.3881101981633639,2,True,MIN-002,Minanga
1716,17.162751272520943,121.90993732967554,0.3544241225902125,2,True,MIN-003,Minanga
1717,17.16710614083946,121.92993743268266,0.3092805005213764,2,True,CAB-002,Cabeseria Tres
1718,17.164603877803206,121.93531067597928,0.3575873623743418,2,True,CAB-003,Cabeseria Tres
1719,17.16617638157065,121.94216491861094,0.3772164197230993,2,True,MAL-001,Maluno Norte
1720,17.163679658825792,121.94866614412248,0.3743210949380838,2,True,MAL-002,Maluno Norte
1721,17.154593310068822,121.95680227357352,0.390570021111893,2,True,MAL-003,Maluno Norte
1722,17.14298828264063,121.9498166807539,0.3680137575236457,2,True,PIS-002,Pisang
1724,17.062078985662257,121.87895167880706,0.3839662447257383,2,True,SAN-001,San Manuel
1726,17.133970760703072,121.98934784187624,0.336508593911783,2,True,VIL-001,Villa Lucban
1727,17.125118193161157,121.97238221886414,0.3748870822041554,2,True,VIL-002,Villa Lucban
1728,17.114134795519742,121.9631374023584,0.3966119924710943,2,True,MAL-001,Mallabo
1730,17.096570438972037,121.9398331217557,0.3317013463892289,2,True,SAN-002,San Manuel
1731,17.080898378580986,121.9329676769941,0.3779128672745694,2,True,SAN-003,San Manuel
1732,17.080899861691293,121.93324958944793,0.3120728929384966,2,True,PIS-003,Pisang
1733,17.07927452184945,121.93354075006586,0.3860759493670886,2,True,MAL-002,Mallabo
1734,17.079275510011144,121.9337286901072,0.3987049028677151,2,True,MAL-003,Mallabo
1735,17.07541301339306,121.9211585610068,0.385602934433746,2,True,BAR-001,Baramban
1736,17.07152972531808,121.9217446953345,0.3562130177514793,2,True,BAR-002,Baramban
1737,16.997133090625482,121.38652558547636,0.3679294239750908,2,True,MAY-001,Mayoyao
1738,16.99378048507763,121.40834209180396,0.3887240356083086,2,True,MAY-002,Mayoyao
1739,16.97840262454968,121.3833990997639,0.3850506955906626,2,True,MAY-003,Mayoyao
1740,16.993689390751303,121.40824894725358,0.3673530289465831,2,True,AMB-001,Ambatali
1741,16.989005483305284,121.42181170320164,0.3692541856925418,2,True,BAC-001,Bacareña
1742,16.979326483013057,121.44405474066254,0.3918552036199095,2,True,BAC-002,Bacareña
1744,16.958075699781585,121.3170026420128,0.3686329776525065,2,True,AMB-002,Ambatali
1745,17.08993650389638,121.88263828577344,0.3687087223867,2,True,BAR-003,Baramban
1746,17.086153069174312,121.88491623097326,0.3500724287783679,2,True,ROX-001,Roxas
1748,17.06317492227693,121.88101233082055,0.3724500525762355,2,True,ROX-002,Roxas
1749,17.06554800815321,121.88522659819068,0.3084458564998676,2,True,ROX-003,Roxas
1750,17.131139548346997,121.93089543728384,0.3715964740450538,2,True,LEN-001,Lenzon
1751,17.101827483542056,121.90860072314427,0.3238698405765451,2,True,LEN-002,Lenzon
1752,17.128397583237334,121.9774401229897,0.383256019438922,2,True,VIL-003,Villa Lucban
1753,17.11956286356364,121.96414126434809,0.3911556315660884,2,True,MIN-001,Minanga
1754,17.11112218294796,121.97499678777704,0.3218133767025818,2,True,MIN-002,Minanga
1755,17.098730191528457,121.9209304201826,0.3649950182663567,2,True,LEN-003,Lenzon
1756,17.09531151971478,121.94106199672753,0.3881322957198443,2,True,MIN-003,Minanga
1757,17.07769592430609,121.92556210871872,0.3973086256342378,2,True,DIW-001,Diwas
1758,17.08642420169678,121.88491461873356,0.3969288040949278,2,True,LAB-001,Labinab Pequeño
1759,17.079468230326775,121.88551980180276,0.3874181611158554,2,True,LAB-002,Labinab Pequeño
1760,17.069101898715008,121.87411746994954,0.3206986250464511,2,True,LAB-003,Labinab Pequeño
1761,17.06775144965649,121.87506522401657,0.3148383812674981,2,True,MIN-001,Minanga
1762,17.06820594038029,121.87553232948956,0.3214659685863874,2,True,MIN-002,Minanga
1763,17.06713856910712,121.87863957640558,0.374443141852286,2,True,MIN-003,Minanga
1764,17.068801604878846,121.8852072795056,0.3837591702504427,2,True,TUR-001,Turod
1765,17.125290709770233,121.93581665615984,0.3852900139525613,2,True,DIW-002,Diwas
1766,17.124924657944245,121.95226803932034,0.3826530612244898,2,True,DIW-003,Diwas
1767,17.126557103092633,121.97096435183552,0.3686979395002192,2,True,NAG-001,Nagbalayan Aguinaldo
1769,17.109860668009027,121.97575560708118,0.3717065261451155,2,True,NAG-002,Nagbalayan Aguinaldo
1770,17.08267770186866,121.92760101182,0.3987297106563162,2,True,NAG-003,Nagbalayan Aguinaldo
