sample_id,latitude,longitude,ndvi,priority,assigned,assigned_drone,assigned_base
0,18.918967716491903,121.88035887111538,0.319047619047619,2,True,AMM-002,Ammubuan
1,18.90389484630481,121.86840142250212,0.3713327745180217,2,True,AMM-003,Ammubuan
2,18.90236681513191,121.86974088442432,0.3591106814886418,2,True,GUB-003,Gubu
3,18.91896428007593,121.87978918395828,0.3793755912961211,2,True,SAN-001,Santa Marcela
4,18.912134366273968,121.8710994860073,0.3646017699115044,2,True,SAN-002,Santa Marcela
5,18.90407961313326,121.86906478097234,0.3674121405750798,2,True,SAN-003,Santa Marcela
6,18.9236498208814,121.8775740164441,0.3842696629213483,2,True,FLO-002,Flora
7,18.919236506600832,121.87997727405433,0.3708206686930091,2,True,FLO-003,Flora
8,18.90398925304056,121.86906538818512,0.2950138504155125,1,True,AMM-001,Ammubuan
9,18.923560034837273,121.87766957013343,0.3443258971871969,2,True,PUD-001,Pudtol
10,18.91914958218428,121.88054756373754,0.3871836295099623,2,True,PUD-002,Pudtol
11,18.918419826525277,121.8794130055508,0.3887530562347188,2,True,PUD-003,Pudtol
12,18.879094700193185,121.8766370073675,0.3756805807622504,2,True,LOM-001,Lomismo
13,18.918873919793747,121.8797897859232,0.3417493237150586,2,True,LOM-002,Lomismo
14,18.919149009660817,121.88045261576066,0.3583724569640062,2,True,LOM-003,Lomismo
15,18.921565218940536,121.87654345030435,0.3887297039159503,2,True,GUI-001,Guising
16,18.918967143877243,121.88026392324733,0.3657641119779715,2,True,GUI-002,Guising
17,18.91896828905803,121.88045381898684,0.3924433249370277,2,True,GUI-003,Guising
18,17.9761698983725,121.91468796453007,0.3358364622444723,2,True,AGA-003,Agani
19,17.960842197858373,121.92110820453016,0.3995157384987893,2,True,LAN-002,Lanna
20,17.965139279797526,121.93005297424268,0.3721937770775896,2,True,LAN-003,Lanna
21,16.80956960590923,121.52378988296977,0.3136859103754542,2,True,BAC-003,Bacareña
22,16.787012986275055,121.50379406424132,0.3879739563385675,2,True,SAN-001,San Manuel
23,16.78710403433217,121.50388716586876,0.3994202898550724,2,True,SAN-002,San Manuel
24,16.78901556462352,121.53089122326166,0.3881578947368421,2,True,SAN-003,San Manuel
25,16.763223413836034,121.51326671873466,0.3948226270373921,2,True,BUN-001,Buneg
26,17.946438018475725,121.91486943560034,0.3906542056074766,2,True,CAC-001,Caccag
27,17.928448633754748,121.93027355245565,0.3811351242173298,2,True,CAC-002,Caccag
28,17.917538977983344,121.95158018428998,0.3759590792838874,2,True,CAB-001,Caballyal
29,17.917996940217428,121.95271035827284,0.3569645531702446,2,True,CAB-002,Caballyal
30,17.973161886002533,121.99374838706684,0.3693858845096242,2,True,CAC-003,Caccag
31,16.780959800335474,121.50402908129708,0.3952577768109637,2,True,SAL-001,Salinungan East
32,16.791646609117134,121.5197066887714,0.3496806099320008,2,True,SAL-002,Salinungan East
33,17.95114467001159,121.91616264352216,0.3216057735678845,2,True,CAB-003,Caballyal
34,17.95247397624268,121.94419828203932,0.3476014760147601,2,True,BAY-001,Bayabat
35,17.952293233421834,121.94419935473437,0.3933737750816612,2,True,BAY-002,Bayabat
36,17.94161396128146,121.97513750453388,0.3950447350309704,2,True,BAY-003,Bayabat
37,17.932936980724108,121.92477064807753,0.3446706586826347,2,True,TAB-001,Tabang
38,17.914783334052466,121.9268626480222,0.3990911520983694,2,True,TAB-002,Tabang
39,17.973167760338534,121.99488158478935,0.3793265834706852,2,True,TAB-003,Tabang
40,16.787096533438422,121.50285526375026,0.3806336456938866,2,True,SAL-003,Salinungan East
41,16.783339270213972,121.50813822220351,0.3661097852028639,2,True,BUN-002,Buneg
42,16.77627004646637,121.51785578945794,0.3804203749289907,2,True,BUN-003,Buneg
43,16.781055192095284,121.52982667259694,0.3546340358033084,2,True,SAN-001,San Andres
44,16.748005195286442,121.5083199330405,0.386998989558774,2,True,SIL-001,Silauan Sur
45,16.74983962654972,121.51205750823344,0.3963764913831197,2,True,SIL-002,Silauan Sur
46,16.749762780582152,121.51393403809936,0.3390089500109146,2,True,SIL-003,Silauan Sur
47,16.750760872063953,121.51448907589646,0.3997695852534562,2,True,RIC-003,Ricarte Norte
48,16.731057785479813,121.52683422455054,0.3727121464226289,2,True,CAJ-001,Cajel
49,16.74573516885567,121.50683689962992,0.3081036610448375,2,True,CAJ-002,Cajel
50,16.751017103772462,121.51242354822,0.3681517800042634,2,True,RIZ-002,Rizal
51,16.74810702453485,121.53514483556098,0.343764817449028,2,True,RIZ-003,Rizal
52,16.73297956996553,121.53019586077504,0.394856278366112,2,True,CAJ-003,Cajel
53,16.728951192218293,121.52291136054828,0.3769470404984423,2,True,SAN-002,San Andres
54,16.72843979406749,121.52722948428732,0.3856047489488003,2,True,SAN-003,San Andres
55,16.771356218867812,121.53843777864006,0.3932477413219211,2,True,DIA-001,Diamantina
56,16.75067320623386,121.51486494453702,0.3498203339674487,2,True,DIA-002,Diamantina
57,16.744639509548435,121.51781935011472,0.3689545934530095,2,True,DIA-003,Diamantina
58,16.74273573168017,121.5169899384607,0.29534127843987,1,True,CAL-001,Calao West
59,16.75093890429442,121.51411250577208,0.3915966386554622,2,True,SAG-001,Saguday
60,16.729739664487422,121.53209644681006,0.3662532178797098,2,True,SAG-002,Saguday
61,16.72919478962664,121.53172546891535,0.3979340875553369,2,True,SAG-003,Saguday
62,16.72460599675527,121.53457415008415,0.3998521803399852,2,True,LAC-001,Lacab
63,16.72336011571572,121.5373034190042,0.3394495412844037,2,True,LAC-002,Lacab
64,16.72905094609637,121.52422360833089,0.3635959056519804,2,True,PIN-001,Pinoma
65,16.729302478751585,121.53416311475095,0.3875598086124402,2,True,PIN-002,Pinoma
