sample_id,latitude,longitude,ndvi,priority,assigned,assigned_drone,assigned_base
1038,16.112611094261915,121.07192486841514,0.3385826771653543,2,True,SAN-001,Santa Fe
1039,16.091956745026778,121.07614325574951,0.3818938605619146,2,True,SAN-002,Santa Fe
1040,16.747453017249427,121.5194859027314,0.3680078508341511,2,True,CAL-001,Calao West
1042,17.96447470538999,121.87642127578614,0.382420809733585,2,True,DAL-001,Dalin
1043,17.958688885189698,121.87608013746411,0.3427179209528966,2,True,DAL-002,Dalin
1044,17.9536161694893,121.87403489726783,0.3245702730030333,2,True,DAL-003,Dalin
1046,17.905784990755194,121.86990052794432,0.360091743119266,2,True,DAB-001,Dabbac Grande
1047,17.97274163388289,121.91574767843876,0.3915399041466972,2,True,DAB-002,Dabbac Grande
1048,17.972487387114853,121.91877110727076,0.380249716231555,2,True,DAB-003,Dabbac Grande
1049,17.97097996206529,121.92397409312848,0.3402714932126697,2,True,LAO-001,Laoageña
1051,17.96542027531621,121.93184545776374,0.3976055450535601,2,True,LAO-002,Laoageña
1052,17.94644028507641,121.93158175810984,0.399793388429752,2,True,LAO-003,Laoageña
1053,17.93349783576704,121.97848872408107,0.3905654849106358,2,True,ASA-001,Asassi
1054,17.93198526317965,121.98302925805416,0.3964794635373009,2,True,ASA-002,Asassi
1055,17.928919499622815,121.98436853112172,0.3233130796290374,2,True,ASA-003,Asassi
1056,16.810016309880524,121.56131733996314,0.3809193809193809,2,True,AMB-001,Ambatali
1057,16.78407103419411,121.50935208272666,0.3879881251427266,2,True,AMB-002,Ambatali
1058,16.78015486447296,121.530302658485,0.3735255570117955,2,True,AMB-003,Ambatali
1059,16.80564383469725,121.53085709940792,0.3935860058309038,2,True,SAN-001,San Manuel
1060,16.781772416797317,121.50392890877583,0.3588283157038242,2,True,CAL-002,Calao West
1061,16.79932645001919,121.51945951095652,0.3918715504264927,2,True,SAN-002,San Manuel
1062,16.793967007177383,121.5282262088093,0.3601414052143172,2,True,SAN-003,San Manuel
1063,16.77903686858365,121.5005731379062,0.3413756613756614,2,True,CAL-003,Calao West
1064,16.778220840154592,121.5002042981133,0.3003406131035864,2,True,VIC-001,Victory Norte
1065,16.78920122546757,121.54430560812352,0.3691973969631236,2,True,BAC-001,Bacareña
1066,16.728682771780026,121.52328857478584,0.398088464103134,2,True,VIC-002,Victory Norte
1067,16.730443926449286,121.52946499686612,0.3772567409144197,2,True,VIC-003,Victory Norte
1068,16.728271088976147,121.5289189395613,0.3184517714519762,2,True,SAG-001,Sagat
1069,16.725325615104925,121.53409972510045,0.3945083313776109,2,True,SAG-002,Sagat
1070,16.72343852526401,121.53561469876,0.3547472838923004,2,True,SAG-003,Sagat
1071,16.729322679011027,121.54982549794568,0.3881254861291159,2,True,BUN-001,Buneg
1072,16.725589209794173,121.5458209294882,0.386719611736157,2,True,BUN-002,Buneg
1073,18.51753340503535,121.22688911437584,0.3938336242001163,2,True,QUI-001,Quirino
1074,18.51438578513187,121.2576058745737,0.3344783168741949,2,True,SAN-001,Santa Filomena
1075,18.497898037180157,121.26260224787056,0.3817663817663818,2,True,QUI-002,Quirino
1077,18.45502691375451,121.10682916593731,0.3999048977650974,2,True,QUI-003,Quirino
1079,18.46639472367688,121.28554811813318,0.3525305410122164,2,True,SAN-002,Santa Filomena
1081,17.385285339524334,122.24721730906452,0.3752310536044362,2,True,PAL-001,Palanan
1082,16.609610923709365,121.15512625942604,0.3976545842217484,2,True,VIL-001,Villa Verde
1083,16.598117941072175,121.15317438147954,0.3432465923172242,2,True,LIT-001,Little Baguio
1084,16.596851575361455,121.14287866282702,0.3120243531202435,2,True,LIT-002,Little Baguio
1085,16.599956574224223,121.15671776771,0.3663101604278075,2,True,LIT-003,Little Baguio
1086,16.597540841124417,121.14924416287964,0.3954248366013072,2,True,VIL-002,Villa Verde
1088,18.08150430603731,121.90752228758198,0.3472544470224284,2,True,LUG-001,Luga
1089,18.083091188816017,121.91648925999908,0.3728191000918273,2,True,LUG-002,Luga
1091,18.005259684475202,121.89684776914756,0.3752886836027713,2,True,CAT-001,Cattanamman
1092,17.997798955291557,121.87243257772585,0.3920997920997921,2,True,CAT-002,Cattanamman
1093,17.995333531639357,121.89945952099514,0.3084798145644195,2,True,CAT-003,Cattanamman
1094,17.979783652688,121.88265171663956,0.3859649122807017,2,True,AGA-001,Agani
1095,17.906959795416338,121.86989308521846,0.3497536945812808,2,True,AGA-002,Agani
1096,17.972831476479872,121.91565269638087,0.3859685863874345,2,True,AGA-003,Agani
1097,17.96514760320423,121.93156380585964,0.3433535038063635,2,True,SID-001,Sidem
1099,17.97591043759526,121.86926639332069,0.3521375055090348,2,True,SID-002,Sidem
1100,17.975729699745926,121.86926754373906,0.3538393449878291,2,True,SID-003,Sidem
1101,17.96119088445568,121.88682897090492,0.3742658836091831,2,True,CUL-001,Cullit
1102,17.961649768199425,121.88805365069624,0.3919378338999514,2,True,CUL-002,Cullit
1103,17.956226465974986,121.87222431920377,0.3550782285865818,2,True,EST-001,Estefania
1104,17.945318588146023,121.87691995046458,0.3531760435571688,2,True,EST-002,Estefania
1105,17.951144143047312,121.91606822443572,0.3801669721034412,2,True,EST-003,Estefania
1106,17.952161647894513,121.93664625982274,0.3597848016139879,2,True,CUL-003,Cullit
1107,17.95256434765182,121.94419774568703,0.3921519620094976,2,True,LUG-003,Luga
1108,17.945800932684357,121.93035813867743,0.3929961089494163,2,True,LAN-001,Lanna
1109,17.97566924436274,121.98929563842496,0.38860103626943,2,True,SMA-001,Smart
1112,17.967157040821284,121.93542340821266,0.3746674851647227,2,True,LOM-001,Lomismo
1113,17.949177330078673,121.9362864092199,0.3859938693704315,2,True,LOM-002,Lomismo
1114,17.933822273526008,121.98868365795416,0.3905943827563684,2,True,SMA-002,Smart
1115,17.9059642387049,121.95032664278834,0.3876702839990764,2,True,LAN-002,Lanna
1117,17.246729067719293,121.8797237043015,0.3667054714784633,2,True,PAO-001,Paoay
1118,17.24748343622784,121.8853625294428,0.3982869379014989,2,True,PAO-002,Paoay
1119,17.30473654601023,121.87692680752984,0.3880563632297025,2,True,ARC-001,Arcon
1120,17.32153727049296,121.90787583894692,0.3574620196604111,2,True,ARC-002,Arcon
1121,16.075568219931547,121.43809832124624,0.3102167182662538,2,True,DIP-001,Dipintin
1122,17.247624961678937,121.8783074547047,0.365249690466364,2,True,PAO-003,Paoay
1123,17.235626423546954,121.88223597531326,0.3647006847802076,2,True,MIN-001,Minanga
1124,17.24495082014345,121.88500151266912,0.3533727810650887,2,True,MIN-002,Minanga
1125,17.23404856810071,121.89108612811332,0.3284597932946811,2,True,MIN-003,Minanga
1126,17.302440204462975,121.91956107094796,0.3395232120451694,2,True,ARC-003,Arcon
1127,17.302278682555492,121.92313724863602,0.3846848881861305,2,True,ABB-001,Abbuatan
1128,17.299150246798053,121.9296472256476,0.3712101910828025,2,True,ABB-002,Abbuatan
1129,17.237142445204903,121.91147684555789,0.3418948388660043,2,True,MOR-001,Morado
1130,17.234101592614294,121.91741983183258,0.395621996796583,2,True,MOR-002,Morado
1131,17.23185227266079,121.91931392152183,0.3785662910573004,2,True,MOR-003,Morado
1132,17.243471445549144,121.9458640485685,0.390224570673712,2,True,VIN-001,Vintar
1133,17.234643848260628,121.93434583546669,0.393527766679984,2,True,VIN-002,Vintar
1134,17.227110544824665,121.92837000636544,0.3971486761710794,2,True,VIN-003,Vintar
1135,19.433728853334394,121.5117177795485,0.3998178506375228,2,True,SAN-003,Santa Filomena
1136,19.43193216158649,121.5129722089815,0.3932584269662921,2,True,CAB-001,Cabaritan West
1137,19.423712594839778,121.51323747758744,0.396681749622926,2,True,CAB-002,Cabaritan West
1138,17.238255685263912,121.88372498206762,0.3369663941871026,2,True,ABB-003,Abbuatan
1139,17.244554482957756,121.89506777697412,0.3430834856794637,2,True,MAL-001,Malalam
1140,17.234435934262084,121.89578631429303,0.3612078977932636,2,True,MAL-002,Malalam
1141,17.304309143254883,121.91418725321525,0.3977631201605965,2,True,ASI-001,Asin Boji
1142,17.29879974263193,121.91487816311005,0.3382352941176471,2,True,ASI-002,Asin Boji
1143,17.294060957500793,121.92440811319274,0.3969898840365161,2,True,ASI-003,Asin Boji
1144,17.283807182079553,121.9336871067568,0.3609295570079884,2,True,MAL-003,Malalam
1145,17.225158797817496,121.91831833062204,0.3239306358381503,2,True,RIZ-001,Rizal
1147,17.24005736605405,121.91569216480916,0.3217743751407341,2,True,QUI-001,Quibal
1148,17.236291860458742,121.92135723632862,0.3907815631262525,2,True,QUI-002,Quibal
1149,17.228359068017784,121.90842473224296,0.3817397555715313,2,True,RIZ-002,Rizal
1150,17.231664443285585,121.91799832479484,0.3596371882086168,2,True,QUI-003,Quibal
1151,17.243470952566327,121.94576999548536,0.378021978021978,2,True,CAB-001,Cabeseria Tres
1152,17.24179807483928,121.88690151144866,0.3726429212810536,2,True,RIZ-003,Rizal
1153,17.237215368534923,121.89172558645012,0.3486877343331548,2,True,PIS-001,Pisang
1154,17.237129653200363,121.8925725593887,0.3854717506262176,2,True,PIS-002,Pisang
1155,17.227062585148925,121.88623741210928,0.3943472409152086,2,True,PIS-003,Pisang
1157,17.30225285743758,121.9183390592896,0.353544776119403,2,True,LUQ-001,Luquilu
1158,17.22773015471135,121.92592120110238,0.3889009793253536,2,True,BAR-001,Baramban
1159,17.22580657923569,121.9211359499393,0.3889648882808937,2,True,BAR-002,Baramban
1160,17.22699960255262,121.92451471688116,0.3899595527004521,2,True,BAR-003,Baramban
1161,17.239494815685678,121.9458866178575,0.3617021276595745,2,True,CAB-002,Cabeseria Tres
1162,17.239266500606842,121.88672857791911,0.3255184851217313,2,True,LEN-001,Lenzon
1163,17.300787516728914,121.91477242364816,0.3743693239152371,2,True,LUQ-002,Luquilu
1164,17.277227599657987,121.93711159007282,0.375,2,True,LUQ-003,Luquilu
1165,17.275062026874863,121.93778251126376,0.3500326726203441,2,True,CAB-003,Cabeseria Tres
1166,17.22954472655007,121.9272273925818,0.3982382939267501,2,True,MAL-001,Maluno Norte
1167,17.228872606541593,121.93682418197989,0.379957356076759,2,True,MAL-002,Maluno Norte
1168,17.23816530915056,121.88372552513512,0.373621103117506,2,True,LEN-002,Lenzon
1169,17.237536849649704,121.8844817117016,0.3885414060545409,2,True,LEN-003,Lenzon
1170,17.233869888169888,121.8914633928944,0.3451676528599605,2,True,SAN-001,San Manuel
1171,17.229225367554058,121.88509588786832,0.3822729744426318,2,True,SAN-002,San Manuel
1172,17.298712419453686,121.91544317397236,0.3978381228578961,2,True,POB-001,Poblacion Tres
1173,17.293020650685406,121.93269324943444,0.3631251849659662,2,True,POB-002,Poblacion Tres
1174,17.235853571533404,121.9238991695874,0.326109391124871,2,True,MAL-003,Maluno Norte
1175,17.228992427368766,121.92534961911583,0.3588665043170245,2,True,SAN-003,San Manuel
1176,17.226008464431775,121.92508472979588,0.3171305370442963,2,True,ROX-001,Roxas
1177,17.227300320363447,121.88021703889537,0.3868692349430276,2,True,ROX-002,Roxas
1178,17.24071512177355,121.88719016047584,0.3644242674370614,2,True,ROX-003,Roxas
1179,17.240286609819975,121.8914251043668,0.3200612557427258,2,True,CAL-001,Caliguian
1180,17.29906068268625,121.9129949673368,0.380547686496695,2,True,POB-003,Poblacion Tres
1181,17.293702979901692,121.92506875889283,0.3576055394237212,2,True,VIL-001,Villa Lucban
1182,17.273905996849383,121.94136384029846,0.3549959382615759,2,True,VIL-002,Villa Lucban
1183,17.299640323746186,121.95401222417048,0.3314930991217064,2,True,VIL-003,Villa Lucban
